Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance in Ohms @ 25°C","Resistance Tolerance","B Value Tolerance","B0/50","B25/50","B25/75","B25/85","B25/100","Operating Temperature","Power - Max","Length - Lead Wire","Mounting Type","Package / Case"
-,-,B57871S0103F003-ND,B57871S0103F003,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3988K BEAD,0,0,"1.19610","0","1000","Bulk","-","Active","10k","±1%","±1%","-","-","-","-","3988K","-55°C ~ 155°C","60mW","-","Free Hanging","Bead"
https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Leaded_disks_S871.pdf,-,B57871S0303F000-ND,B57871S0303F000,TDK Electronics Inc.,THERMISTOR NTC 30KOHM 3964K BEAD,0,0,"1.19610","0","1000","Bulk","-","Active","30k","±1%","±1%","-","-","-","-","3964K","-55°C ~ 155°C","60mW","-","Free Hanging","Bead"
https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Leaded_disks_S875.pdf,//media.digikey.com/Photos/Epcos%20Photos/B57869S103F140.JPG,B57875S0103F001-ND,B57875S0103F001,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3988K BEAD,0,0,"1.19610","0","1000","Bulk","-","Active","10k","±1%","±1%","-","-","-","-","3988K","-55°C ~ 155°C","60mW","-","Through Hole","Bead"
https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Leaded_disks_S875.pdf,//media.digikey.com/Photos/Epcos%20Photos/B57869S103F140.JPG,B57875S0103F002-ND,B57875S0103F002,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3988K BEAD,0,0,"1.19610","0","1000","Bulk","-","Active","10k","±1%","±1%","-","-","-","-","3988K","-55°C ~ 155°C","60mW","-","Through Hole","Bead"
-,-,B57871S0104F000-ND,B57871S0104F000,TDK Electronics Inc.,THERM NTC 100KOHM 4282K BEAD,0,0,"1.19610","0","2000","Bulk","-","Active","100k","±1%","±1%","-","-","-","-","4282K","-55°C ~ 250°C","60mW","1.42"" (36.00mm)","Through Hole","Bead, Glass"
-,//media.digikey.com/Photos/Epcos%20Photos/B57861S103F45.JPG,B57861S0103A018-ND,B57861S0103A018,TDK Electronics Inc.,THERMISTOR NTC 10KOHM BEAD,0,0,"1.19955","0","1000","Tape & Reel (TR)","B57861S","Active","10k","-","±1%","-","-","-","-","-","-55°C ~ 155°C","60mW","-","Free Hanging","Bead"
https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_glass_coated_chip_thermistors_gt_datasheet.pdf.pdf,//media.digikey.com/Photos/US%20Sensor%20Photos/MFG_GT-Series.jpg,GT102B1K-ND,GT102B1K,Littelfuse Inc.,THERMISTOR NTC 1KOHM 3009K BEAD,0,0,"1.20000","0","100","Bulk","GT","Active","1k","±10%","-","-","-","-","3009K","-","260°C","-","1.00"" (25.40mm)","Through Hole","Bead, Glass"
https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_glass_coated_chip_thermistors_gt_datasheet.pdf.pdf,//media.digikey.com/Photos/US%20Sensor%20Photos/MFG_GT-Series.jpg,GT104L1K-ND,GT104L1K,Littelfuse Inc.,THERM NTC 100KOHM 4040K BEAD,0,9900,"1.20000","0","100","Bulk","GT","Active","100k","±10%","-","-","-","-","4040K","-","300°C","-","1.00"" (25.40mm)","Through Hole","Bead, Glass"
https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_interchangeable_thermistors_standard_precision_pt_datasheet.pdf.pdf,//media.digikey.com/Photos/US%20Sensor%20Photos/PT-Series.jpg,615-1012-ND,PT503J2,Littelfuse Inc.,THERMISTOR NTC 50KOHM 3892K BEAD,0,0,"1.20252","0","250","Bulk","PT","Active","50k","±0.2°C","-","3892K","-","-","-","-","-80°C ~ 150°C","30mW","1.50"" (38.00mm)","Free Hanging","Bead, Epoxy"
https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_interchangeable_thermistors_standard_precision_pt_datasheet.pdf.pdf,//media.digikey.com/Photos/US%20Sensor%20Photos/PT-Series.jpg,PT203J2-ND,PT203J2,Littelfuse Inc.,THERMISTOR NTC 20KOHM 3892K BEAD,0,0,"1.20252","0","250","Bulk","PT","Active","20k","±0.2°C","-","3892K","-","-","-","-","120°C","30mW","1.50"" (38.00mm)","Free Hanging","Bead, Epoxy"
-,-,B57871S0123H051-ND,B57871S0123H051,TDK Electronics Inc.,THERMISTOR NTC 12KOHM 3760K BEAD,0,0,"1.20480","0","1000","Tape & Reel (TR)","-","Active","12k","±3%","±1%","-","-","-","-","3760K","-55°C ~ 155°C","60mW","-","Free Hanging","Bead"
https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Leadless_disks_K220.pdf,-,B57220K333J-ND,B57220K333J,TDK Electronics Inc.,THERMISTOR NTC 33KOHM 3560K COIN,0,0,"1.20510","0","2000","Bulk","-","Active","33k","±5%","±1.5%","-","-","-","-","3560K","-55°C ~ 155°C","180mW","-","Clamp On","Coin 2.9mm Dia x 1.3mm W"
https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Leadless_disks_K220.pdf,-,B57220K502J-ND,B57220K502J,TDK Electronics Inc.,THERMISTOR NTC 5KOHM 3560K COIN,0,0,"1.20510","0","2000","Bulk","-","Active","5k","±5%","±1.5%","-","-","-","-","3560K","-55°C ~ 155°C","180mW","-","Clamp On","Coin 2.9mm Dia x 1.3mm W"
https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Leadless_disks_K220.pdf,-,B57220K821J-ND,B57220K821J,TDK Electronics Inc.,THERMISTOR NTC 820OHM 3560K COIN,0,0,"1.20510","0","1000","Bulk","-","Active","820","±5%","±1.5%","-","-","-","-","3560K","-55°C ~ 155°C","180mW","-","Clamp On","Coin 2.9mm Dia x 1.3mm W"
https://sensing.honeywell.com/honeywell-sensing-temperature-sensors-line-guide-009033-4-en.pdf,//media.digikey.com/Renders/Honeywell%20Renders/0805(EIA).jpg,480-3151-2-ND,173-473LAF-301,Honeywell Sensing and Productivity Solutions,THERMISTOR NTC 47KOHM 4150K 0805,0,0,"Obsolete","0","3000","Tape & Reel (TR)","173","Obsolete","47k","±5%","±1.3%","-","-","-","4150K","-","-60°C ~ 125°C","-","-","Surface Mount","0805 (2012 Metric)"
https://sensing.honeywell.com/honeywell-sensing-temperature-sensors-line-guide-009033-4-en.pdf,//media.digikey.com/Renders/Honeywell%20Renders/0805(EIA).jpg,480-3151-1-ND,173-473LAF-301,Honeywell Sensing and Productivity Solutions,THERMISTOR NTC 47KOHM 4150K 0805,6,0,"1.21000","0","1","Cut Tape (CT)","173","Obsolete","47k","±5%","±1.3%","-","-","-","4150K","-","-60°C ~ 125°C","-","-","Surface Mount","0805 (2012 Metric)"
https://sensing.honeywell.com/honeywell-sensing-temperature-sensors-line-guide-009033-4-en.pdf,//media.digikey.com/Renders/Honeywell%20Renders/0805(EIA).jpg,480-3151-6-ND,173-473LAF-301,Honeywell Sensing and Productivity Solutions,THERMISTOR NTC 47KOHM 4150K 0805,6,0,"Digi-Reel","0","1","Digi-Reel®","173","Obsolete","47k","±5%","±1.3%","-","-","-","4150K","-","-60°C ~ 125°C","-","-","Surface Mount","0805 (2012 Metric)"
https://en.tdk.eu/inf/50/db/ntc_13/NTC_Leaded_disks_S981.pdf,-,B57981S0103F001-ND,B57981S0103F001,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3980K BEAD,0,0,"1.21320","0","1000","Bulk","-","Active","10k","±1%","±1%","-","-","-","-","3980K","-55°C ~ 250°C","100mW","1.02"" (26.00mm)","Through Hole","Bead"
https://en.tdk.eu/inf/50/db/ntc_13/NTC_Leaded_disks_S981.pdf,-,B57981S0103F002-ND,B57981S0103F002,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3980K BEAD,0,0,"1.21320","0","1000","Bulk","-","Active","10k","±1%","±1%","-","-","-","-","3980K","-55°C ~ 250°C","100mW","1.02"" (26.00mm)","Through Hole","Bead"
https://en.tdk.eu/inf/50/db/ntc_13/NTC_Leaded_disks_S981.pdf,-,B57981S0212F000-ND,B57981S0212F000,TDK Electronics Inc.,THERM NTC 2.1KOHM 3560K BEAD,0,0,"1.21320","0","1000","Bulk","-","Active","2.1k","±1%","±1%","-","-","-","-","3560K","-55°C ~ 250°C","100mW","1.02"" (26.00mm)","Through Hole","Bead"
https://en.tdk.eu/inf/50/db/ntc_13/NTC_Leaded_disks_S981.pdf,-,B57981S0303F000-ND,B57981S0303F000,TDK Electronics Inc.,THERMISTOR NTC 30KOHM 3964K BEAD,0,0,"1.21320","0","1000","Bulk","-","Active","30k","±1%","±1%","-","-","-","-","3964K","-55°C ~ 250°C","100mW","1.02"" (26.00mm)","Through Hole","Bead"
https://en.tdk.eu/inf/50/db/ntc_13/NTC_Leaded_disks_S971.pdf,-,B57971S0103H001-ND,B57971S0103H001,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3988K BEAD,0,0,"1.21590","0","1000","Bulk","-","Active","10k","±3%","±1%","-","-","-","-","3988K","-55°C ~ 155°C","60mW","1.42"" (36.00mm)","Through Hole","Bead"
https://en.tdk.eu/inf/50/db/ntc_13/NTC_Leaded_disks_S971.pdf,-,B57971S0202H000-ND,B57971S0202H000,TDK Electronics Inc.,THERMISTOR NTC 2KOHM 3560K BEAD,0,0,"1.21590","0","1000","Bulk","-","Active","2k","±3%","±1%","-","-","-","-","3560K","-55°C ~ 155°C","60mW","1.42"" (36.00mm)","Through Hole","Bead"
https://en.tdk.eu/inf/50/db/ntc_13/NTC_Leaded_disks_S971.pdf,-,B57971S0303H000-ND,B57971S0303H000,TDK Electronics Inc.,THERMISTOR NTC 30KOHM 3964K BEAD,0,0,"1.21590","0","1000","Bulk","-","Active","30k","±3%","±1%","-","-","-","-","3964K","-55°C ~ 155°C","60mW","1.42"" (36.00mm)","Through Hole","Bead"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=77,//media.digikey.com/photos/GE%20Sensing%20Photos/RL2006-1600-103-SA.JPG,RL2008-2010-103-SA-ND,RL2008-2010-103-SA,Amphenol Advanced Sensors,THERM NTC 3.5KOHM 4073K DISC,0,0,"1.21655","0","2500","Bulk","RL2008","Active","3.5k","±1%","-","-","-","-","4073K","-","-50°C ~ 150°C","-","1.50"" (38.00mm)","Through Hole","Disc, 5.6mm Dia x 4.3mm W"
-,-,B57871S0212F051-ND,B57871S0212F051,TDK Electronics Inc.,THERM NTC 2.1KOHM 3560K BEAD,0,0,"1.22745","0","1500","Tape & Reel (TR)","-","Active","2.1k","±1%","±1%","-","-","-","-","3560K","-55°C ~ 155°C","60mW","-","Free Hanging","Bead"
-,-,B57871S0212F054-ND,B57871S0212F054,TDK Electronics Inc.,THERM NTC 2.1KOHM 3560K BEAD,0,0,"1.22745","0","1500","Tape & Box (TB)","-","Active","2.1k","±1%","±1%","-","-","-","-","3560K","-55°C ~ 155°C","60mW","-","Free Hanging","Bead"
-,//media.digikey.com/Photos/Epcos%20Photos/B57869S103F140.JPG,B57875S0103F151-ND,B57875S0103F151,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3988K BEAD,0,0,"1.22745","0","1500","Tape & Reel (TR)","-","Active","10k","±1%","±1%","-","-","-","-","3988K","-55°C ~ 155°C","60mW","-","Through Hole","Bead"
-,//media.digikey.com/Photos/Epcos%20Photos/B57869S103F140.JPG,B57875S0103F154-ND,B57875S0103F154,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3988K BEAD,0,0,"1.22745","0","1500","Tape & Box (TB)","-","Active","10k","±1%","±1%","-","-","-","-","3988K","-55°C ~ 155°C","60mW","-","Through Hole","Bead"
-,-,B57871S0103F251-ND,B57871S0103F251,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3988K BEAD,0,0,"1.23600","0","1500","Tape & Reel (TR)","-","Active","10k","±1%","±1%","-","-","-","-","3988K","-55°C ~ 155°C","60mW","-","Free Hanging","Bead"
-,-,B57871S0103F254-ND,B57871S0103F254,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3988K BEAD,0,0,"1.23600","0","1500","Tape & Box (TB)","-","Active","10k","±1%","±1%","-","-","-","-","3988K","-55°C ~ 155°C","60mW","-","Free Hanging","Bead"
-,-,B57871S0123F051-ND,B57871S0123F051,TDK Electronics Inc.,THERMISTOR NTC 12KOHM 3760K BEAD,0,0,"1.23600","0","1500","Tape & Reel (TR)","-","Active","12k","±1%","±1%","-","-","-","-","3760K","-55°C ~ 155°C","60mW","-","Free Hanging","Bead"
https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_interchangeable_thermistors_precision_pw_datasheet.pdf.pdf,//media.digikey.com/Photos/US%20Sensor%20Photos/MFG_LC103J2JRA.jpg,615-1154-ND,PW103G2,Littelfuse Inc.,THERMISTOR NTC 10KOHM 3575K BEAD,0,0,"1.25800","0","250","Bulk","PW","Active","10k","±0.5°C","-","3575K","-","-","-","-","120°C","-","1.50"" (38.00mm)","Free Hanging","Bead, Epoxy"
https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_interchangeable_thermistors_precision_pw_datasheet.pdf.pdf,//media.digikey.com/Photos/US%20Sensor%20Photos/MFG_LC103J2JRA.jpg,PW104R2-ND,PW104R2,Littelfuse Inc.,THERM NTC 100KOHM 4140K BEAD,0,0,"1.25800","0","250","Bulk","PW","Active","100k","±0.5°C","-","4140K","-","-","-","-","120°C","30mW","1.50"" (38.00mm)","Free Hanging","Bead, Epoxy"
https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_interchangeable_thermistors_precision_pw_datasheet.pdf.pdf,//media.digikey.com/Photos/US%20Sensor%20Photos/MFG_LC103J2JRA.jpg,PW503R2-ND,PW503R2,Littelfuse Inc.,THERMISTOR NTC 50KOHM 4140K BEAD,0,0,"1.25800","0","250","Bulk","PW","Active","50k","±0.5°C","-","4140K","-","-","-","-","120°C","30mW","1.50"" (38.00mm)","Free Hanging","Bead, Epoxy"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=82,//media.digikey.com/Renders/Amphenol%20Renders/NHQ1206.jpg,NHQ103B375T5-ND,NHQ103B375T5,Amphenol Advanced Sensors,THERMISTOR NTC 10KOHM 3750K 1206,0,0,"1.27745","0","3000","Tape & Reel (TR)","NHQ","Active","10k","±5%","±5%","-","-","-","3750K","-","-40°C ~ 125°C","-","-","Surface Mount","1206 (3216 Metric)"
