Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Core Processor","Speed","Number of Cores","Power (Watts)","Cooling Type","Size / Dimension","Form Factor","Expansion Site/Bus","RAM Capacity/Installed","Storage Interface","Video Outputs","Ethernet","USB","RS-232 (422, 485)","Digital I/O Lines","Analog Input:Output","Watchdog Timer","Operating Temperature"
http://advdownload.advantech.com/productfile/PIS/DS-780/Product%20-%20Datasheet/DS-780_DS(02.08.17)20170606153641.pdf,-,DS-780GB-U6A1E-ND,DS-780GB-U6A1E,Advantech Corp,ARK-DS262 OPS INTEL CELERON,0,0,"1553.44000","0","1","-","-","Active","Intel Core i7-6600U","-","1","23.3W","-","9.3"" x 6.9"" (235mm x 175mm)","-","Mini-PCIe, M.2","32GB/0GB","SATA, mSATA","HDMI","10/100/1000Mbps (2)","USB 3.0 (4)","1","-","-","Yes","0°C ~ 40°C"
http://advdownload.advantech.com/productfile/PIS/MIO-5271/Product%20-%20Datasheet/MIO-5271_DS(02.17.15)20150408110628.pdf,-,MIO-5271Z2-4GS9A1E-ND,MIO-5271Z2-4GS9A1E,Advantech Corp,INTEL I5 4300U 3.5"" MI/O-COMPACT,0,0,"1580.04000","0","1","-","-","Active","Intel Core i5-4300U","1.9GHz","2","4.68W","Heat Sink","5.7"" x 4"" (146mm x 102mm)","MIO-Compact","Mini-PCIe, MIOe","8GB/0GB","SATA, mSATA","DP, HDMI, LVDS, VGA","10/100/1000Mbps","USB 2.0 (3), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
http://advdownload.advantech.com/productfile/PIS/MIO-5272/Product%20-%20Datasheet/MIO-5272_DS(12.14.16)20161215103548.pdf,-,MIO-5272Z2-U6A1E-ND,MIO-5272Z2-U6A1E,Advantech Corp,6TH GEN INTEL CORE U-SERIES I7,0,0,"1586.69000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://advdownload.advantech.com/productfile/PIS/ASMB-975/Product%20-%20Datasheet/ASMB-975_DS(09.22.17)20170922113517.pdf,-,ASMB-975T2-00A1-ND,ASMB-975T2-00A1,Advantech Corp,DUAL LGA 3647-P0 INTEL XEON,0,0,"1589.35000","0","1","-","-","Active","Intel LGA 3647-P0 Xeon® Scalable Processors","2.666GHz","2","-","Fan","14.098"" x 13"" (358.1mm x 330.2mm)","Proprietary","PCIe","384GB/-","SATA","-","-","USB 2.0 (3), USB 3.0 (8)","2","-","-","Yes","0°C ~ 40°C (TA)"
http://downloadt.advantech.com/ProductFile/PIS/SOM-5890/Product%20-%20Datasheet/SOM-5890_DS(01.15.14)20140205153529.pdf,-,SOM-5890Z2-S5A1E-ND,SOM-5890Z2-S5A1E,Advantech Corp,INTEL I7-2610UE 1.5GHZ W/PLATINU,0,0,"1590.68000","0","1","-","-","Active","Intel Core i7-2610UE","1.5GHz","-","-","Fan","4.92"" x 3.74"" (125mm x 95mm)","COM Express 2.0 Basic Module, Type 6","I²C, PCIe, PEG, LPC, SMBus, SPI","16GB/0GB","SATA 2.0 (2), SATA 3.0 (2)","DD, DP, DVI, HDMI, LVDS, SDVO, VGA","10/100/1000Mbps","USB 2.0 (8)","-","8","-","Yes","-40°C ~ 85°C"
http://downloadt.advantech.com/ProductFile/PIS/SOM-5892/Product%20-%20Datasheet/SOM-5892_DS(01.15.14)20140205153605.pdf,-,SOM-5892Z2-S7A1E-ND,SOM-5892Z2-S7A1E,Advantech Corp,INTEL I7-3517UE 1.7GHZ W/PLATINU,0,0,"1590.68000","0","1","-","-","Active","Intel Core i7-3517UE","1.7GHz","-","-","Fan","4.92"" x 3.74"" (125mm x 95mm)","COM Express 2.0 Basic Module, Type 6","PCIe, PEG","16GB/0GB","SATA 2.0 (2), SATA 3.0 (2)","DD, DP, DVI, HDMI, LCD, LVDS, VGA","10/100/1000Mbps","USB 2.0 (8), USB 3.0 (4)","-","8","-","Yes","-40°C ~ 85°C"
http://advdownload.advantech.com/productfile/PIS/DS-980/Product%20-%20Datasheet/DS-980_DS(06.01.18)20180601093135.pdf,-,DS-980GF-U3A1E-ND,DS-980GF-U3A1E,Advantech Corp,"INTEL I5-6500TE, W/ 4G+4G RAM, 5",0,0,"1606.64000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,//media.digikey.com/photos/VersaLogic%20Photos/VL-EPME-42SAP-04.jpg,1241-1371-ND,VL-EPME-42SAP-04,VersaLogic Corporation,SINGLE BOARD COMPUTER,0,0,"1624.01000","0","1","-","Lion","Active","Intel Core i3","2.4GHz","2","12.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","4GB/4GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
http://downloadt.advantech.com/download/downloadlit.aspx?LIT_ID=2c60925b-0c31-40bc-99bc-e2be2621e329,-,DS-060GB-U3A1E-ND,DS-060GB-U3A1E,Advantech Corp,SIGNAGE BOX WITH IVY BRIDGE I7-3,0,0,"1626.59000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,-,VL-EPU-4562-SBP-32-ND,VL-EPU-4562-SBP-32,VersaLogic Corporation,"EPU BLACKBIRD CORE I5, 2-CORE, 3",0,0,"1638.00800","0","5","-","Blackbird","Active","Intel Core i5","2.7GHz","4","22.2W","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","32GB/32GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","0°C ~ 60°C"
http://downloadt.advantech.com/ProductFile/PIS/SOM-5892/Product%20-%20Datasheet/SOM-5892_DS(01.15.14)20140205153605.pdf,-,SOM-5892Z2-U5A1E-ND,SOM-5892Z2-U5A1E,Advantech Corp,INTEL I7-3555LE 2.5GHZ W/PLATINU,0,0,"1642.55000","0","1","-","-","Active","Intel Core i7-3555LE","2.5GHz","-","-","Fan","4.92"" x 3.74"" (125mm x 95mm)","COM Express 2.0 Basic Module, Type 6","PCIe, PEG","16GB/0GB","SATA 2.0 (2), SATA 3.0 (2)","DD, DP, DVI, HDMI, LCD, LVDS, VGA","10/100/1000Mbps","USB 2.0 (8), USB 3.0 (4)","-","8","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,VL-EPME-42SAP-08-ND,VL-EPME-42SAP-08,VersaLogic Corporation,"LION 2-CORE CPU, KABY LAKE, 8GB",0,0,"1688.01000","0","1","-","Lion","Active","Intel Core i3","2.4GHz","2","12.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","8GB/8GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/ARK-3520P.pdf,-,ARK-3520P-U7A1E-ND,ARK-3520P-U7A1E,Advantech Corp,INTELCORE WIDE RANGE POWER FANLE,0,0,"1729.00000","0","1","-","-","Active","Intel Core i5-6440EQ","2.7GHz","4","46.5W","Heat Sink","8.66"" x 9.17"" (220mm x 233mm)","-","M.2, Mini-PCIe","32GB/0GB","SATA HDD, mSATA","HDMI, VGA","10/100/1000Mbps","USB 2.0 (2), USB 3.0 (6)","8","16","-","-","-20°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,-,VL-EPU-4562-EBP-04-ND,VL-EPU-4562-EBP-04,VersaLogic Corporation,"EPU BLACKBIRD CORE I5, 2-CORE, E",0,0,"1741.00800","0","5","-","Blackbird","Active","Intel Core i5","2.7GHz","4","-","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","4GB/4GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","-40°C ~ 85°C"
http://advdownload.advantech.com/productfile/PIS/DS-980/Product%20-%20Datasheet/DS-980_DS(06.01.18)20180601093135.pdf,-,DS-980GL-U4A1E-ND,DS-980GL-U4A1E,Advantech Corp,"INTEL I7-6700TE, W/ 4G+4G RAM, 5",0,0,"1746.29000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,-,VL-EPU-4562-EBP-08-ND,VL-EPU-4562-EBP-08,VersaLogic Corporation,"EPU BLACKBIRD CORE I5, 2-CORE, E",0,0,"1768.00800","0","5","-","Blackbird","Active","Intel Core i5","2.7GHz","4","15.0W","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","8GB/8GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","-40°C ~ 85°C"
-,-,HIT-W153AP-AMW2E-ND,HIT-W153AP-AMW2E,Advantech Corp,INFORMATION TERMINAL 15.6"",0,0,"1787.52000","0","1","-","HIT","Active","Intel® Apollo Lake N4200","2.5GHz","1","-","-","15.75"" x 10.75"" (400.1mm x 273mm)","-","Mini-PCIe","4GB/4GB","M.2 2242 SSD","-","RJ45 (10/100/1000) (2)","USB 2.0 (2), USB 3.0 (1)","-","4","-","-","0°C ~ 40°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,VL-EPME-42EAP-08-ND,VL-EPME-42EAP-08,VersaLogic Corporation,"LION 2-CORE CPU, KABY LAKE, ET,",0,0,"1823.01000","0","1","-","Lion","Active","Intel Core i3","2.4GHz","2","12.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","8GB/8GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
http://advdownload.advantech.com/productfile/PIS/DS-980/Product%20-%20Datasheet/DS-980_DS(06.01.18)20180601093135.pdf,-,DS-980GF-U4A1E-ND,DS-980GF-U4A1E,Advantech Corp,"INTEL I7-6700TE, W/ 4G+4G RAM, 5",0,0,"1850.03000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,HIT-W183AP-AMW2E-ND,HIT-W183AP-AMW2E,Advantech Corp,INFORMATION TERMINAL 18.5"",0,0,"1862.00000","0","1","-","HIT","Active","Intel® Apollo Lake N4200","2.5GHz","1","-","-","18.36"" x 12.26"" (466.4mm x 311.5mm)","-","Mini-PCIe","4GB/4GB","M.2 2242 SSD","-","RJ45 (10/100/1000) (2)","USB 2.0 (2), USB 3.0 (1)","-","4","-","-","0°C ~ 40°C"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,-,VL-EPU-4562-SCP-04-ND,VL-EPU-4562-SCP-04,VersaLogic Corporation,"EPU BLACKBIRD CORE I7, 4-CORE, 4",0,0,"1892.01000","0","5","-","Blackbird","Active","Intel Core i7","2.8GHz","4","-","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","4GB/4GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,-,VL-EPU-4562-EBP-32-ND,VL-EPU-4562-EBP-32,VersaLogic Corporation,"EPU BLACKBIRD CORE I5, 2-CORE, E",0,0,"1914.01000","0","5","-","Blackbird","Active","Intel Core i5","2.7GHz","4","22.2W","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","32GB/32GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,-,VL-EPU-4562-SCP-08-ND,VL-EPU-4562-SCP-08,VersaLogic Corporation,"EPU BLACKBIRD CORE I7, 4-CORE, 8",0,0,"1917.01000","0","5","-","Blackbird","Active","Intel Core i7","2.8GHz","4","15.0W","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","8GB/8GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","0°C ~ 60°C"
http://advdownload.advantech.com/productfile/PIS/SOM-5992/Product%20-%20Datasheet/SOM-5992_DS(11.03.17)20171103151019.pdf,-,SOM-5992D12X-S5A1-ND,SOM-5992D12X-S5A1,Advantech Corp,XEON D-1559 1.5GHZ 12C,0,0,"1945.79000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.versalogic.com/Products/PDF/DS-Liger%20EPM-43.pdf,-,VL-EPM-43SAP-00-ND,VL-EPM-43SAP-00,VersaLogic Corporation,"LIGER 2-CORE CPU, KABY LAKE, NO",0,0,"1956.01000","0","1","-","Liger","Active","Intel Core i3-7100U","2.4GHz","2","12.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PC/104-Plus","0GB/0GB","SATA, Mini PCIe, mSATA, microSD, SPI","miniDP","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/Copperhead.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-EBXE-41SMK.jpg,1241-1237-ND,VL-EBXE-41SMK,VersaLogic Corporation,SBC COPPERHEAD CELERON 1.4GHZ,0,0,"1990.01000","0","1","-","Copperhead","Obsolete","Intel Core Celeron","1.4GHz","2","13.3W","Heat Sink","5.75"" x 8"" (146mm x 203mm)","EBX","PCIe/104","16GB/0GB","SATA3 (2), SATA6 (2), mSATA, eUSB","VGA, LVDS","10/100/1000Mbps (2)","USB 2.0 (10), USB 3.0 (2)","4","32","16:8","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Liger%20EPM-43.pdf,-,VL-EPM-43EAP-00-ND,VL-EPM-43EAP-00,VersaLogic Corporation,"LIGER 2-CORE CPU, KABY LAKE, ET,",0,0,"2031.01000","0","1","-","Liger","Active","Intel Core i3-7100U","2.4GHz","2","12.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PC/104-Plus","0GB/0GB","SATA, Mini PCIe, mSATA, microSD, SPI","miniDP","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,VL-EPME-42SBP-08-ND,VL-EPME-42SBP-08,VersaLogic Corporation,"LION 2-CORE CPU, KABY LAKE, 8GB",0,0,"2039.01000","0","1","-","Lion","Active","Intel Core i5","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","8GB/8GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/ARK-3520P.pdf,-,ARK-3520P-U8A1E-ND,ARK-3520P-U8A1E,Advantech Corp,INTELCORE WIDE RANGE POWER FANLE,0,0,"2062.83000","0","1","-","-","Active","Intel Core i7-6820EQ","2.8GHz","4","68.4W","Heat Sink","8.66"" x 9.17"" (220mm x 233mm)","-","M.2, Mini-PCIe","32GB/0GB","SATA HDD, mSATA","HDMI, VGA","10/100/1000Mbps","USB 2.0 (2), USB 3.0 (6)","8","16","-","-","-20°C ~ 60°C"
http://advdownload.advantech.com/productfile/PIS/EIS-D150/Product%20-%20Datasheet/EIS-D150_DS(09.14.17)20170914103821.pdf,-,EIS-D150-E1DS641-ND,EIS-D150-E1DS641,Advantech Corp,HIGH PERFORMANCE READY-TO-RUN ED,0,0,"2072.14000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.versalogic.com/Products/PDF/DS-Liger%20EPM-43.pdf,-,VL-EPM-43SAP-08-ND,VL-EPM-43SAP-08,VersaLogic Corporation,"LIGER 2-CORE CPU, KABY LAKE, 8GB",0,0,"2089.01000","0","1","-","Liger","Active","Intel Core i3-7100U","2.4GHz","2","12.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PC/104-Plus","8GB/8GB","SATA, Mini PCIe, mSATA, microSD, SPI","miniDP","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Ocelot.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_Ocelot.jpg,1241-1028-ND,VL-EPMS-21G,VersaLogic Corporation,SBC ATOM Z530P 1.6 GHZ MAX 2GB,0,0,"2120.00000","0","1","-","Ocelot","Obsolete","Atom Z530P","1.6GHz","1","7.5W","Heat Sink","3.6"" x 3.8"" (90mm x 96mm)","PC/104","SUMIT, PC/104","2GB/0GB","ATA100, IDE DOM","LVDS","GbE","USB 2.0 (2)","4","0","0:0","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Ocelot.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_Ocelot.jpg,1241-1044-ND,VL-EPMS-21B,VersaLogic Corporation,SBC ATOM Z530PT 1.33 GHZ MAX 2GB,0,0,"2192.00400","0","5","-","Ocelot","Obsolete","Atom Z520PT","1.33GHz","1","6.5W","Heat Sink","3.6"" x 3.8"" (90mm x 96mm)","PC/104","SUMIT, PC/104","2GB/0GB","ATA100, IDE DOM","LVDS","GbE","USB 2.0 (2)","4","0","0:0","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Wildcat.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-EPMP-34S.jpg,1241-1219-ND,VL-EPMP-34S,VersaLogic Corporation,PCI-104 DUAL CORE 2.27GHZ,0,0,"2275.01000","0","1","-","Wildcat","Obsolete","Core 2 Duo SP9300","2.26GHz","2","19.5W","Fan","4.2"" x 3.8"" (107mm x 96mm)","PC/104","PC/104","4GB/0GB","SATA2 (2), MiniBlade","VGA, LVDS","GbE","USB 2.0 (4)","1","0","0:0","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Liger%20EPM-43.pdf,-,VL-EPM-43SBP-00-ND,VL-EPM-43SBP-00,VersaLogic Corporation,"LIGER 2-CORE CPU, KABY LAKE, NO",0,0,"2358.01000","0","1","-","Liger","Active","Intel Core i5-7300U","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PC/104-Plus","0GB/0GB","SATA, Mini PCIe, mSATA, microSD, SPI","miniDP","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,VL-EPME-42SCP-04-ND,VL-EPME-42SCP-04,VersaLogic Corporation,"LION 2-CORE CPU, KABY LAKE, 4GB",0,0,"2366.01000","0","1","-","Lion","Active","Intel Core i7","3.9GHz","2","13.3W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","4GB/4GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Wildcat.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_Wildcat.jpg,1241-1061-ND,VL-EPMP-34E,VersaLogic Corporation,SBC CORE II DUO 1.2 GHZ MAX 4GB,0,0,"2414.01000","0","1","-","Wildcat","Obsolete","Core 2 Duo SP9300","1.2GHz","2","12.8W","Fan","4.2"" x 3.8"" (107mm x 96mm)","PC/104","PC/104","4GB/0GB","SATA2 (2), MiniBlade","VGA, LVDS","GbE","USB 2.0 (4)","1","0","0:0","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,//media.digikey.com/photos/VersaLogic%20Photos/VL-EPME-42SCP-08.jpg,1241-1372-ND,VL-EPME-42SCP-08,VersaLogic Corporation,SINGLE BOARD COMPUTER,0,0,"2430.01000","0","1","-","Lion","Active","Intel Core i7","3.9GHz","2","13.3W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","8GB/8GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
